附表2-1-4省(自治区、直辖市)选用水文监测站,,,,,,,,,,,,,,,,,
测站(井)名称,代码,所在,,,集水面积(km2),监测项目*1,地址(县、乡、村),地理座标,,,,,,主管机构,备注*2,,
,,水资源三级区,地级行政区,河流,,,,东经,,,北纬,,,,,,
,,,,,,,,。,′,″,。,′,″,,,,
永和村一社,34370116,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗查干乡永和村一社,107,00,,40,43,,解放闸管理局,,d,
幸福村一社,34370217,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗查干乡幸福村一社,106,56,,40,41,,解放闸管理局,,d,
挪二村四社,34370018,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗查干乡挪二村四社,106,58,,40,39,,解放闸管理局,,d,
建国村二社,34370019,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗联合乡建国村二社,107,07,,41,06,,解放闸管理局,,d,
繁荣村七社,34370020,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗联合乡繁荣村七社,107,13,,41,05,,解放闸管理局,,d,
新华村一社,34370021,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗蛮会镇新华村一社,107,10,,41,03,,解放闸管理局,,d,
新丰村四社,34370022,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗四支乡新丰村四社,107,05,,41,02,,解放闸管理局,,d,
红星村三社,34370023,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗红星乡红星村三社,107,13,,41,02,,解放闸管理局,,d,
胜利村六社,34370024,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗蛮会镇胜利村六社,107,07,,41,01,,解放闸管理局,,d,
胜利村二社,34370025,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗蛮会镇胜利村二社,107,10,,41,00,,解放闸管理局,,d,
友爱村二社,34370026,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗四支乡友爱村二社,107,01,,40,59,,解放闸管理局,,d,
繁荣村五社,34370027,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗红旗乡繁荣村五社,107,07,,40,58,,解放闸管理局,,d,
赤丰村六社,34370028,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗红旗乡赤丰村六社,107,14,,40,58,,解放闸管理局,,d,
冲锋村三社,34370029,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗南渠乡冲锋村三社,107,04,,40,54,,解放闸管理局,,d,
春光村四社,34370030,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗光荣乡春光村四社,107,11,,40,54,,解放闸管理局,,d,
长庆村四社,34370031,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗南渠乡长庆村四社,107,01,,40,53,,解放闸管理局,,d,
团结村一社,34370032,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗跃进乡团结村一社,107,09,,40,52,,解放闸管理局,,d,
永华村六社,34370033,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗五星乡永华村六社,107,05,,40,52,,解放闸管理局,,d,
坚永村二社,34370134,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗小召乡坚永村二社,107,02,,40,50,,解放闸管理局,,d,
五星村三社,34370035,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗五星乡五星村三社,107,09,,40,49,,解放闸管理局,,d,
新利村一社,34370036,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市干召庙镇新利村一社,107,14,,40,49,,解放闸管理局,,d,
坚强村一社,34370037,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗小召乡坚强村一社,107,03,,40,48,,解放闸管理局,,d,
先锋村八社,34370038,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗小召乡先锋村八社,107,04,,40,46,,解放闸管理局,,d,
乌兰乡政府,34370239,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市乌兰乡政府,107,09,,40,46,,解放闸管理局,,d,
东风村五社,34370040,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市乌兰乡东风村五社,107,13,,40,46,,解放闸管理局,,d,
棋盘村六社,34370041,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市八岱乡棋盘村六社,107,09,,40,42,,解放闸管理局,,d,
西渠村一社,34370042,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市黄羊镇西渠村一社,107,09,,40,40,,解放闸管理局,,d,
荣丰村三社,34370043,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市黄羊镇荣丰村三社,107,12,,40,39,,解放闸管理局,,d,
永红村一社,34370044,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗查干乡永红村一社,107,05,,40,37,,解放闸管理局,,d,
南一支管理段,34370145,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗黄河镇南一支管理段院内,107,09,,40,34,,解放闸管理局,,d,
荣丰村三社,34370046,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌拉特中旗石兰计乡荣丰村三社,107,27,,41,14,,解放闸管理局,,d,
联荣村二社,34370147,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌拉特中旗石兰计乡联荣村二社,107,18,,41,13,,解放闸管理局,,d,
红丰村四社,34370048,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗团结乡红丰村四社,107,21,,41,12,,解放闸管理局,,d,
永丰村二社,34370049,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,杭锦后旗团结乡永丰村二社,107,20,,41,09,,解放闸管理局,,d,
民丰村三社,34370050,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗红星乡民丰村三社,107,17,,41,05,,解放闸管理局,,d,
团结村五社,34370051,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市白脑包乡团结村五社,107,18,,41,03,,解放闸管理局,,d,
十大股村三社,34370052,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市白脑包乡十大股村三社,107,22,,41,02,,解放闸管理局,,d,
世城西村,34370153,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市建设乡世城西村果树厂院内,107,16,,40,57,,解放闸管理局,,d,
民丰村五社,34370054,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市干召庙镇民丰村五社,107,16,,40,54,,解放闸管理局,,d,
新建村四社,34370055,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗头道桥乡新建村四社,107,06,,40,43,,解放闸管理局,,d,
三淖村一社,34370056,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗太阳庙乡三淖村一社,106,50,,40,52,,解放闸管理局,,d,
中心村一社,34370157,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,杭锦后旗南渠乡中心村一社,107,06,,40,59,,解放闸管理局,,d,
新丰村四社,34310001,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市古城乡新丰村四社,107,30,,41,12,,永济管理局,,d,
桥梁村六社,34310002,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市古城乡桥梁村六社,107,26,,41,10,,永济管理局,,d,
迎丰村三社,34310003,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市狼山镇迎丰村三社,107,25,,41,07,,永济管理局,,d,
永利村二社,34310004,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市古城乡永利村二社,107,29,,41,07,,永济管理局,,d,
红光村三社,34310005,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市狼山镇红光村三社,107,27,,41,02,,永济管理局,,d,
召滩村一社,34310006,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市白脑包乡召滩村一社,107,20,,41,00,,永济管理局,,d,
爱丰村七社,34310007,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市小召乡爱丰村七社,107,24,,40,59,,永济管理局,,d,
付义村四社,34310008,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市狼山镇付义村四社,107,27,,40,59,,永济管理局,,d,
巴音村五社,34310009,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市小召乡巴音村五社,107,25,,40,57,,永济管理局,,d,
东方村一社,34310010,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市丹达乡东方村一社,107,21,,40,56,,永济管理局,,d,
光明村八社,34310011,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市小召乡光明村八社,107,25,,40,54,,永济管理局,,d,
光荣村一社,34310012,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市隆胜乡光荣村一社,107,30,,40,55,,永济管理局,,d,
星光村二社,34310013,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市隆胜乡星光村二社,107,30,,40,51,,永济管理局,,d,
永洼村一社,34310014,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市丹达乡永洼村一社,107,22,,40,51,,永济管理局,,d,
丰收村五社,34310015,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市八一乡丰收村五社,107,28,,40,49,,永济管理局,,d,
临河市农场,34310016,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市农场场部,107,27,,40,51,,永济管理局,,d,
永丰村六社,34310017,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市干召庙镇永丰村六社,107,19,,40,48,,永济管理局,,d,
建丰村三社,34310018,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市城关乡建丰村三社,107,25,,40,47,,永济管理局,,d,
曙光村五社,34310019,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市曙光乡曙光村五社,107,27,,40,46,,永济管理局,,d,
永济管理局,34310020,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市永济管理局院内,107,25,,40,45,,永济管理局,,d,
增光村五社,34310021,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市城关乡增光村五社,107,20,,40,44,,永济管理局,,d,
远景村四社,34310022,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市八岱乡远景村四社,107,16,,40,42,,永济管理局,,d,
团结村二社,34310023,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市马场地乡团结村二社,107,23,,40,42,,永济管理局,,d,
联丰村四社,34310024,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市份子地乡联丰村四社,107,35,,41,13,,永济管理局,,d,
和平村五社,34310125,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市份子地乡和平村五社,107,38,,41,13,,永济管理局,,d,
新元村七社,34310026,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市份子地乡新元村七社,107,35,,41,11,,永济管理局,,d,
五星村四社,34310027,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市份子地乡五星村四社,107,36,,41,10,,永济管理局,,d,
春和村五社,34310028,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市古城乡春和村五社,107,31,,41,09,,永济管理局,,d,
团结村二社,34310029,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市新华镇团结村二社,107,40,,41,09,,永济管理局,,d,
胜丰村八社,34310030,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市新华镇胜丰村八社,107,37,,41,07,,永济管理局,,d,
哈达村四社,34310031,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市新华镇哈达村四社,107,39,,41,05,,永济管理局,,d,
民益村二社,34310032,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市新华镇民益村二社,107,31,,41,04,,永济管理局,,d,
新丰村九社,34310033,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市新华镇新丰村九社,107,35,,41,03,,永济管理局,,d,
隆光村四社,34310034,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市新华镇隆光村四社,107,34,,41,01,,永济管理局,,d,
新乐村二社,34310035,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市乌兰图克乡新乐村二社,107,40,,41,01,,永济管理局,,d,
隆强村四社,34310036,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市乌兰图克乡隆强村四社,107,31,,40,59,,永济管理局,,d,
前进村五社,34310037,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市乌兰图克乡前进村五社,107,36,,40,59,,永济管理局,,d,
新义村九社,34310038,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市乌兰图克乡新义村九社,107,37,,40,56,,永济管理局,,d,
新胜村八社,34310039,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市隆胜乡新胜村八社,107,33,,40,53,,永济管理局,,d,
新道村一社,34310040,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市八一乡新道村一社,107,39,,40,53,,永济管理局,,d,
新道村六社,34310041,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市八一乡新道村六社,107,35,,40,51,,永济管理局,,d,
复丰村四社,34310042,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县景阳林乡复丰村四社,107,41,,40,49,,永济管理局,,d,
奋斗村四社,34310043,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市新丰乡奋斗村四社,107,32,,40,46,,永济管理局,,d,
长丰村六社,34310044,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,临河市八一乡长丰村六社,107,32,,40,49,,永济管理局,,d,
永济一闸,34310045,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,临河市永济一闸,107,22,,40,47,,永济管理局,,d,
宏丰村同义隆社,34320001,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,乌中旗宏丰乡宏丰村同义隆社,107,50,,41,16,,义长管理局,,d,
乌兰村三社,34320002,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌中旗德岭山乡乌兰村三社,108,29,,41,14,,义长管理局,,d,
胜和村三社,34320003,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌中旗乌加河乡胜和村三社,107,57,,41,13,,义长管理局,,d,
宏胜村供销社,34320004,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县银定图乡宏胜村供销社,107,42,,41,13,,义长管理局,,d,
五星村,34320005,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌中旗乌加河乡五星村,108,00,,41,12,,义长管理局,,d,
胜利村胜利社,34320006,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌中旗宏丰乡胜利村胜利社,107,53,,41,11,,义长管理局,,d,
前进村一社,34320007,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县银定图乡前进村一社,107,48,,41,10,,义长管理局,,d,
海子堰乡供销社,34320008,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县海子堰乡供销社,107,51,,41,08,,义长管理局,,d,
建设村五社,34320009,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县银定图乡建设村五社,107,42,,41,07,,义长管理局,,d,
蛇林村一社,34320010,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县海子堰乡蛇林村一社,107,56,,41,08,,义长管理局,,d,
联丰村六社,34320011,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县巴彦乡联丰村六社,107,49,,41,04,,义长管理局,,d,
联丰村七社,34320012,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县巴彦乡联丰村七社,107,50,,41,03,,义长管理局,,d,
五星村三社,34320013,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县丰裕乡五星村三社,107,45,,41,02,,义长管理局,,d,
金星村一社,34320014,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县乃日乡金星村一社,108,01,,41,00,,义长管理局,,d,
和胜村五社,34320115,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县复兴乡和胜村五社,107,55,,40,59,,义长管理局,,d,
永红村三社,34320016,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县民族乡永红村三社,107,43,,40,57,,义长管理局,,d,
新丰村六社,34320017,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县民族乡新丰村六社,107,48,,40,57,,义长管理局,,d,
永星村三社,34320018,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县民族乡永星村三社,107,50,,40,56,,义长管理局,,d,
复兴村一社,34320019,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县复兴乡复兴村一社,107,57,,40,56,,义长管理局,,d,
民生村四社,34320020,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县复兴乡民生村四社,107,52,,40,54,,义长管理局,,d,
锦旗村三社,34320021,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县锦旗乡锦旗村三社,107,59,,40,53,,义长管理局,,d,
团结村二社,34320022,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县景阳林乡团结村二社,107,44,,40,52,,义长管理局,,d,
兴胜村二社,34320023,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,乌中旗乌加河乡兴胜村二社,108,08,,41,15,,义长管理局,,d,
兴胜村六社,34320024,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,乌中旗乌加河乡兴胜村六社,108,01,,41,13,,义长管理局,,d,
光联村四社,34320025,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县什巴乡光联村四社,108,07,,41,12,,义长管理局,,d,
丰联村六社,34320026,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深、简分析、水温,五原县什巴乡丰联村六社,108,00,,41,10,,义长管理局,,d,
光明村二社,34320127,内蒙黄河以北引黄灌区,巴彦淖尔盟,,,埋深,五原县美林乡光明村二社,108,11,,41,10,,义长管理局,,d,
